msbook,msnum,edition,vol,page
22j,3238,s3,27,471
22j,3243,c1,22,356
22j,3243,nd,22,355
22j,3243,c2,22,356
22j,3243,dy,27,472
22j,3243,s3,27,472
22j,3244,bj,31,86
22j,3246,pts1,4,496
22j,3248,s3,27,473
22j,3249,nd,22,356
22j,3249,dy,27,473
22j,3249,vp,68,264
22j,3250,c1,22,357
22j,3250,c2,22,357
22j,3256,c1,22,358
22j,3256,nd,22,357
22j,3256,c2,22,358
22j,3256,dy,27,474
22j,3256,bj,31,88
22j,3256,pts1,5,3
22j,3256,s3,27,474
22j,3256,vp,68,265
22j,3257,pts1,5,4
22j,3264,dy,27,475
22j,3264,s3,27,475
22j,3265,nd,22,358
22j,3266,c1,22,359
22j,3266,c2,22,359
22j,3266,pts1,5,5
22j,3266,vp,68,266
22j,3268,bj,31,90
22j,3268,pts1,5,6
22j,3272,dy,27,476
22j,3273,s3,27,476
22j,3274,pts1,5,7
22j,3275,nd,22,359
22j,3277,c1,22,360
22j,3277,c2,22,360
22j,3278,pts1,5,8
22j,3279,dy,27,477
22j,3279,bj,31,92
22j,3280,vp,68,267
22j,3281,s3,27,477
22j,3283,pts1,5,9
22j,3285,nd,22,360
22j,3286,pts1,5,10
22j,3287,dy,27,478
22j,3289,c1,22,361
22j,3289,c2,22,361
22j,3289,bj,31,94
22j,3289,pts1,5,14
22j,3289,s3,27,478
22j,3291,pts1,5,15
22j,3293,nd,22,361
22j,3293,dy,27,479
22j,3293,vp,68,268
22j,3294,pts1,5,16
22j,3294,s3,27,479
22j,3295,c1,22,362
22j,3295,c2,22,362
22j,3297,bj,31,96
22j,3298,dy,27,480
22j,3299,nd,22,362
22j,3299,s3,27,480
22j,3302,c1,22,363
22j,3302,c2,22,363
22j,3303,dy,27,481
22j,3303,pts1,5,17
22j,3304,s3,27,481
22j,3305,nd,22,363
22j,3305,bj,31,98
22j,3307,vp,68,269
22j,3308,dy,27,482
22j,3309,c1,22,364
22j,3309,c2,22,364
22j,3309,s3,27,482
22j,3311,nd,22,364
22j,3311,pts1,5,18
22j,3312,dy,27,483
22j,3314,bj,31,100
22j,3314,s3,27,483
22j,3316,c1,22,365
22j,3316,c2,22,365
22j,3316,pts1,5,20
22j,3317,nd,22,365
22j,3317,dy,27,484
22j,3319,s3,27,484
22j,3321,pts1,5,23
22j,3321,vp,68,270
22j,3322,bj,31,102
22j,3323,c1,22,366
22j,3323,c2,22,366
22j,3323,dy,27,485
22j,3323,pts1,5,24
22j,3324,nd,22,366
22j,3324,s3,27,485
22j,3326,pts1,5,25
22j,3328,dy,27,486
22j,3328,pts1,5,26
22j,3329,c1,22,367
22j,3329,c2,22,367
22j,3329,s3,27,486
22j,3330,nd,22,367
22j,3330,bj,31,104
22j,3332,pts1,5,27
22j,3333,dy,27,487
22j,3334,s3,27,487
22j,3335,pts1,5,28
22j,3335,vp,68,271
22j,3336,c1,22,368
22j,3336,nd,22,368
22j,3336,c2,22,368
22j,3337,dy,27,488
22j,3337,pts1,5,29
22j,3338,bj,31,106
22j,3338,s3,27,488
22j,3340,pts1,5,30
22j,3341,nd,22,369
22j,3342,c1,22,369
22j,3342,c2,22,369
22j,3342,dy,27,489
22j,3342,pts1,5,31
22j,3343,s3,27,489
22j,3346,bj,31,108
22j,3346,pts1,5,32
22j,3347,nd,22,370
22j,3347,dy,27,490
22j,3348,c1,22,370
22j,3348,c2,22,370
22j,3348,pts1,5,33
22j,3348,s3,27,490
22j,3348,vp,68,272
22j,3351,dy,27,491
22j,3351,pts1,5,34
22j,3352,,5,35
22j,3353,nd,22,371
22j,3353,s3,27,491
22j,3355,c1,22,371
22j,3355,c2,22,371
22j,3355,bj,31,110
22j,3355,pts1,5,40
22j,3358,,5,41
22j,3359,dy,27,492
22j,3361,pts1,5,42
22j,3361,s3,27,492
22j,3361,vp,68,273
22j,3362,nd,22,372
22j,3364,c1,22,372
22j,3364,c2,22,372
22j,3364,pts1,5,43
22j,3365,dy,27,493
22j,3365,bj,31,112
22j,3366,s3,27,493
22j,3367,pts1,5,44
22j,3368,nd,22,373
22j,3370,c1,22,373
22j,3370,c2,22,373
22j,3370,dy,27,494
22j,3370,pts1,5,45
22j,3370,s3,27,494
22j,3372,pts1,5,47
22j,3373,bj,31,114
22j,3374,nd,22,374
22j,3374,pts1,5,48
22j,3375,dy,27,495
22j,3375,s3,27,495
22j,3375,vp,68,274
22j,3377,c1,22,374
22j,3377,c2,22,374
22j,3377,pts1,5,49
22j,3380,dy,27,496
22j,3380,pts1,5,50
22j,3381,s3,27,496
22j,3382,nd,22,375
22j,3382,bj,31,116
22j,3382,pts1,5,51
22j,3384,c1,22,375
22j,3384,c2,22,375
22j,3385,pts1,5,52
22j,3386,dy,27,497
22j,3386,pts1,5,53
22j,3386,s3,27,497
22j,3388,nd,22,376
22j,3388,pts1,5,54
22j,3389,vp,68,275
22j,3390,c1,22,376
22j,3390,c2,22,376
22j,3390,bj,31,118
22j,3390,pts1,5,55
22j,3390,s3,27,498
22j,3391,dy,27,498
22j,3393,pts1,5,56
22j,3394,nd,22,377
22j,3397,dy,27,499
22j,3397,pts1,5,57
22j,3397,s3,27,499
22j,3399,c1,22,377
22j,3399,c2,22,377
22j,3400,bj,31,120
22j,3401,pts1,5,58
22j,3402,vp,68,276
22j,3403,pts1,5,59
22j,3404,nd,22,378
22j,3405,dy,27,500
22j,3405,pts1,5,60
22j,3405,s3,27,500
22j,3408,pts1,5,61
22j,3409,bj,31,122
22j,3410,c1,22,378
22j,3410,c2,22,378
22j,3413,dy,27,501
22j,3413,pts1,5,62
22j,3414,nd,22,379
22j,3414,s3,27,501
22j,3414,vp,68,277
22j,3417,pts1,5,63
22j,3419,bj,31,124
22j,3421,c1,22,379
22j,3421,c2,22,379
22j,3422,dy,27,502
22j,3422,s3,27,502
22j,3424,nd,22,380
22j,3426,vp,68,278
22j,3429,pts1,5,65
22j,3430,dy,27,503
22j,3430,bj,31,126
22j,3430,s3,27,503
22j,3431,c1,22,380
22j,3431,c2,22,380
22j,3432,pts1,5,66
22j,3435,nd,22,381
22j,3438,pts1,5,68
22j,3439,dy,27,504
22j,3439,pts1,5,69
22j,3439,vp,68,279
22j,3440,bj,31,128
22j,3440,s3,27,504
22j,3443,c1,22,381
22j,3443,c2,22,381
22j,3446,nd,22,382
22j,3447,pts1,5,70
22j,3448,dy,27,505
22j,3450,s3,27,505
22j,3452,bj,31,130
22j,3454,vp,68,280
22j,3455,c1,22,382
22j,3455,c2,22,382
22j,3457,nd,22,383
22j,3457,dy,27,506
22j,3460,s3,27,506
22j,3463,pts1,5,71
22j,3465,bj,31,132
22j,3466,dy,27,507
22j,3468,c1,22,383
22j,3468,nd,22,384
22j,3468,c2,22,383
22j,3468,vp,68,281
22j,3470,s3,27,507
22j,3475,dy,27,508
22j,3477,bj,31,134
22j,3478,pts1,5,72
22j,3480,c1,22,384
22j,3480,nd,22,385
22j,3480,c2,22,384
22j,3480,s3,27,508
22j,3482,vp,68,282
22j,3485,dy,27,509
22j,3485,pts1,5,75
22j,3486,,6,470
22j,3487,s3,27,509
22j,3488,bj,31,136
22j,3489,pts1,6,472
22j,3490,c1,22,385
22j,3490,nd,22,386
22j,3490,c2,22,385
22j,3491,pts1,6,473
22j,3493,dy,27,510
22j,3494,vp,68,283
22j,3495,pts1,6,474
22j,3497,s3,27,510
22j,3500,bj,31,138
22j,3500,pts1,6,475
22j,3501,c1,22,386
22j,3501,nd,22,387
22j,3501,c2,22,386
22j,3501,dy,27,511
22j,3506,pts1,6,476
22j,3506,s3,27,511
22j,3508,vp,68,284
22j,3510,dy,27,512
22j,3511,bj,31,140
22j,3512,nd,22,388
22j,3513,c1,22,387
22j,3513,c2,22,387
22j,3513,pts1,6,477
22j,3516,s3,27,512
22j,3517,pts1,6,478
22j,3520,dy,27,513
22j,3520,pts1,5,77
22j,3522,nd,22,389
22j,3522,bj,31,142
22j,3522,vp,68,285
22j,3523,c1,22,388
22j,3523,c2,22,388
22j,3523,s3,27,513
22j,3525,dy,27,514
22j,3525,pts1,5,78
22j,3528,nd,22,390
22j,3528,pts1,5,79
22j,3528,s3,27,514
22j,3529,c1,22,389
22j,3529,c2,22,389
22j,3529,pts1,5,80
22j,3530,dy,27,515
22j,3531,bj,31,144
22j,3533,s3,27,515
22j,3534,pts1,5,81
22j,3536,nd,22,391
22j,3536,dy,27,516
22j,3536,vp,68,286
22j,3537,c1,22,390
22j,3537,c2,22,390
22j,3539,pts1,5,82
22j,3540,s3,27,516
22j,3541,bj,31,146
22j,3542,dy,27,517
22j,3543,nd,22,392
22j,3543,pts1,5,83
22j,3544,c1,22,391
22j,3544,c2,22,391
22j,3545,pts1,5,84
22j,3545,s3,27,517
22j,3547,dy,27,518
22j,3548,pts1,5,85
22j,3550,nd,22,393
22j,3550,bj,31,148
22j,3551,s3,27,518
22j,3551,vp,68,287
22j,3552,c1,22,392
22j,3552,c2,22,392
22j,3552,pts1,5,86
22j,3553,dy,27,519
22j,3556,nd,22,394
22j,3556,pts1,5,87
22j,3556,s3,27,519
22j,3558,dy,27,520
22j,3560,c1,22,393
22j,3560,c2,22,393
22j,3560,bj,31,150
22j,3560,pts1,5,89
22j,3562,,5,90
22j,3562,s3,27,520
22j,3563,vp,68,288
22j,3565,dy,27,521
22j,3566,nd,22,395
22j,3569,pts1,5,91
22j,3570,c1,22,394
22j,3570,c2,22,394
22j,3570,bj,31,152
22j,3572,s3,27,521
22j,3573,dy,27,522
22j,3574,pts1,5,92
22j,3575,nd,22,396
22j,3577,vp,68,289
22j,3580,c1,22,395
22j,3580,c2,22,395
22j,3580,bj,31,154
22j,3580,s3,27,522
22j,3582,dy,27,523
22j,3583,pts1,5,94
22j,3586,nd,22,397
22j,3586,pts1,5,95
22j,3588,,5,96
22j,3588,s3,27,523
22j,3589,c1,22,396
22j,3589,c2,22,396
22j,3589,dy,27,524
22j,3589,bj,31,156
22j,3591,vp,68,290
22j,3592,nd,22,398
22j,3592,s3,27,524
22j,3593,pts1,5,97
22j,3594,dy,27,525
22j,3594,pts1,5,98
22j,3596,c1,22,397
22j,3596,c2,22,397
22j,3596,pts1,5,99
22j,3597,bj,31,158
22j,3599,pts1,5,100
22j,3600,s3,27,525
22j,3601,dy,27,526
22j,3603,nd,22,399
22j,3605,vp,68,291
22j,3607,pts1,5,102
22j,3608,c1,22,398
22j,3608,c2,22,398
22j,3608,bj,31,160
22j,3609,s3,27,526
22j,3610,dy,27,527
22j,3612,pts1,5,103
22j,3613,nd,22,400
22j,3614,pts1,5,104
22j,3617,bj,31,162
22j,3619,dy,27,528
22j,3619,s3,27,527
22j,3619,vp,68,292
22j,3620,c1,22,399
22j,3620,c2,22,399
22j,3620,pts1,5,105
22j,3625,nd,22,401
22j,3626,pts1,5,106
22j,3627,bj,31,164
22j,3628,dy,27,529
22j,3629,s3,27,528
22j,3631,c1,22,400
22j,3631,c2,22,400
22j,3633,nd,22,402
22j,3633,vp,68,293
22j,3637,dy,27,530
22j,3637,s3,27,529
23j,2,c1,23,1
23j,2,nd,23,3
23j,2,c2,23,1
23j,2,dy,27,531
23j,2,bj,31,166
23j,2,mc,1,427
23j,2,pts1,5,112
23j,2,s3,27,530
23j,2,vp,69,1
23j,5,,69,2
23j,8,c1,23,2
23j,8,c2,23,2
23j,8,pts1,5,113
23j,9,nd,23,4
23j,10,dy,27,532
23j,10,mc,1,428
23j,10,s3,27,531
23j,13,bj,31,168
23j,15,pts1,5,116
23j,18,dy,27,533
23j,20,c1,23,3
23j,20,c2,23,3
23j,20,s3,27,532
23j,20,vp,69,3
23j,21,nd,23,5
23j,21,pts1,5,117
23j,22,mc,1,429
23j,25,bj,31,170
23j,27,dy,27,534
23j,27,pts1,5,120
23j,29,s3,27,533
23j,31,pts1,5,121
23j,32,c1,23,4
23j,32,c2,23,4
23j,33,nd,23,6
23j,33,mc,1,430
23j,34,vp,69,4
23j,36,dy,27,535
23j,36,bj,31,172
23j,39,s3,27,534
23j,40,pts1,5,123
23j,44,c1,23,5
23j,44,nd,23,7
23j,44,c2,23,5
23j,44,mc,1,431
23j,45,dy,27,536
23j,47,bj,31,174
23j,49,s3,27,535
23j,50,pts1,5,124
23j,50,vp,69,5
23j,52,pts1,5,136
23j,53,dy,27,537
23j,53,pts1,5,137
23j,54,c1,23,6
23j,54,c2,23,6
23j,54,mc,1,432
23j,55,nd,23,8
23j,55,s3,27,536
23j,56,bj,31,176
23j,56,pts1,5,138
23j,58,dy,27,538
23j,58,pts1,5,139
23j,60,mc,1,433
23j,60,s3,27,537
23j,61,c1,23,7
23j,61,nd,23,9
23j,61,c2,23,7
23j,61,pts1,5,140
23j,63,dy,27,539
23j,63,vp,69,6
23j,64,pts1,5,141
23j,65,bj,31,178
23j,65,s3,27,538
23j,66,mc,1,434
23j,68,c1,23,8
23j,68,nd,23,10
23j,68,c2,23,8
23j,68,dy,27,540
23j,68,pts1,5,142
23j,70,,5,143
23j,70,s3,27,539
23j,72,mc,1,435
23j,73,dy,27,541
23j,73,bj,31,180
23j,74,c1,23,9
23j,74,nd,23,11
23j,74,c2,23,9
23j,74,pts1,5,144
23j,75,s3,27,540
23j,77,dy,27,542
23j,77,pts1,5,146
23j,77,vp,69,7
23j,78,mc,1,436
23j,79,s3,27,541
23j,80,c1,23,10
23j,80,nd,23,12
23j,80,c2,23,10
23j,80,bj,31,182
23j,82,dy,27,543
23j,82,pts1,5,148
23j,84,mc,1,437
23j,84,s3,27,542
23j,86,c1,23,11
23j,86,nd,23,13
23j,86,c2,23,11
23j,87,dy,27,544
23j,88,bj,31,184
23j,88,pts1,5,149
23j,88,s3,27,543
23j,89,mc,1,438
23j,89,pts1,5,150
23j,91,vp,69,8
23j,92,dy,27,545
23j,93,c1,23,12
23j,93,nd,23,14
23j,93,c2,23,12
23j,93,pts1,5,151
23j,93,s3,27,544
23j,95,mc,1,439
23j,98,bj,31,186
23j,98,pts1,5,153
23j,99,dy,27,546
23j,99,s3,27,545
23j,102,c1,23,13
23j,102,nd,23,15
23j,102,c2,23,13
23j,103,pts1,5,154
23j,103,vp,69,9
23j,105,mc,1,440
23j,108,dy,27,547
23j,109,bj,31,188
23j,109,pts1,5,155
23j,109,s3,27,546
23j,114,c1,23,14
23j,114,nd,23,16
23j,114,c2,23,14
23j,116,mc,1,441
23j,117,dy,27,548
23j,118,pts1,5,156
23j,118,vp,69,10
23j,119,s3,27,547
23j,122,bj,31,190
23j,123,pts1,5,157
23j,125,,5,158
23j,126,c1,23,15
23j,126,nd,23,17
23j,126,c2,23,15
23j,126,dy,27,549
23j,127,mc,1,442
23j,129,s3,27,548
23j,132,vp,69,11
23j,134,bj,31,192
23j,134,pts1,5,159
23j,135,dy,27,550
23j,137,pts1,5,160
23j,138,c1,23,16
23j,138,nd,23,18
23j,138,c2,23,16
23j,138,mc,1,443
23j,139,s3,27,549
23j,142,pts1,5,161
23j,143,dy,27,551
23j,145,vp,69,12
23j,147,bj,31,194
23j,147,pts1,5,165
23j,147,s3,27,550
23j,148,c1,23,17
23j,148,nd,23,19
23j,148,c2,23,17
23j,148,mc,1,444
23j,150,dy,27,552
23j,152,pts1,5,166
23j,152,s3,27,551
23j,154,mc,1,445
23j,155,c1,23,18
23j,155,nd,23,20
23j,155,c2,23,18
23j,155,dy,27,553
23j,155,bj,31,196
23j,157,s3,27,552
23j,158,vp,69,13
23j,159,pts1,5,167
23j,160,dy,27,554
23j,160,mc,1,446
23j,161,c1,23,19
23j,161,nd,23,21
23j,161,c2,23,19
23j,161,s3,27,553
23j,162,pts1,5,168
23j,164,dy,27,555
23j,164,bj,31,198
23j,164,pts1,5,169
23j,166,mc,1,447
23j,166,s3,27,554
23j,167,c1,23,20
23j,167,c2,23,20
23j,168,nd,23,22
23j,169,dy,27,556
23j,170,pts1,5,170
23j,171,s3,27,555
23j,172,mc,1,448
23j,172,vp,69,14
23j,173,bj,31,200
23j,173,pts1,5,171
23j,174,c1,23,21
23j,174,nd,23,23
23j,174,c2,23,21
23j,174,dy,27,557
23j,176,s3,27,556
23j,177,pts1,5,172
23j,178,mc,1,449
23j,180,c1,23,22
23j,180,nd,23,24
23j,180,c2,23,22
23j,180,dy,27,558
23j,181,s3,27,557
23j,182,bj,31,202
23j,183,mc,1,450
23j,185,dy,27,559
23j,185,pts1,5,173
23j,186,c1,23,23
23j,186,c2,23,23
23j,186,s3,27,558
23j,186,vp,69,15
23j,187,nd,23,25
23j,189,mc,1,451
23j,190,dy,27,560
23j,190,bj,31,204
23j,191,s3,27,559
23j,192,pts1,5,174
23j,193,c1,23,24
23j,193,nd,23,26
23j,193,c2,23,24
23j,195,mc,1,452
23j,195,pts1,5,176
23j,196,dy,27,561
23j,196,s3,27,560
23j,198,bj,31,206
23j,200,c1,23,25
23j,200,c2,23,25
23j,200,pts1,5,178
23j,200,vp,69,16
23j,201,nd,23,27
23j,201,s3,27,561
23j,202,dy,27,562
23j,202,mc,1,453
23j,203,pts1,5,179
23j,206,,5,180
23j,206,s3,27,562
23j,207,dy,27,563
23j,207,bj,31,208
23j,208,c1,23,26
23j,208,nd,23,28
23j,208,c2,23,26
23j,208,mc,1,454
23j,209,pts1,5,181
23j,211,s3,27,563
23j,212,dy,27,564
23j,213,pts1,5,182
23j,214,nd,23,29
23j,214,mc,1,455
23j,214,vp,69,17
23j,215,c1,23,27
23j,215,c2,23,27
23j,216,bj,31,210
23j,216,pts1,5,183
23j,216,s3,27,564
23j,217,dy,27,565
23j,219,pts1,5,184
23j,220,mc,1,456
23j,221,c1,23,28
23j,221,nd,23,30
23j,221,c2,23,28
23j,221,dy,27,566
23j,221,s3,27,565
23j,223,pts1,5,185
23j,224,bj,31,212
23j,226,dy,27,567
23j,226,mc,1,457
23j,226,s3,27,566
23j,227,nd,23,31
23j,227,pts1,5,186
23j,229,vp,69,18
23j,231,c1,23,29
23j,231,c2,23,29
23j,231,dy,27,568
23j,231,pts1,5,187
23j,231,s3,27,567
23j,232,mc,1,458
23j,232,pts1,5,188
23j,233,bj,31,214
23j,234,nd,23,32
23j,236,s3,27,568
23j,237,dy,27,569
23j,238,mc,1,459
23j,238,pts1,5,189
23j,241,nd,23,33
23j,241,s3,27,569
23j,242,dy,27,570
23j,243,bj,31,216
23j,244,c1,23,30
23j,244,c2,23,30
23j,244,mc,1,460
23j,244,vp,69,19
23j,246,pts1,5,190
23j,246,s3,27,570
23j,248,nd,23,34
23j,248,dy,27,571
23j,249,pts1,5,191
23j,250,mc,1,461
23j,254,s3,27,571
23j,255,c1,23,31
23j,255,nd,23,35
23j,255,c2,23,31
23j,255,dy,28,1
23j,255,bj,31,218
23j,255,mc,2,1
23j,255,pts1,5,194
23j,255,s3,28,1
23j,255,vp,69,20
23j,258,pts1,5,195
23j,261,dy,28,2
23j,261,pts1,5,196
23j,261,s3,28,2
23j,262,mc,2,2
23j,265,c1,23,32
23j,265,nd,23,36
23j,265,c2,23,32
23j,266,bj,31,220
23j,266,pts1,5,197
23j,266,vp,69,21
23j,268,dy,28,3
23j,268,pts1,5,198
23j,268,s3,28,3
23j,269,mc,2,3
23j,271,c1,23,33
23j,271,nd,23,37
23j,271,c2,23,33
23j,272,pts1,5,199
23j,273,dy,28,4
23j,273,s3,28,4
23j,274,bj,31,222
23j,274,mc,2,4
23j,275,pts1,5,200
23j,277,s3,28,5
23j,278,c1,23,34
23j,278,nd,23,38
23j,278,c2,23,34
23j,278,dy,28,5
23j,278,pts1,5,201
23j,281,mc,2,5
23j,281,vp,69,22
23j,282,bj,31,224
23j,282,pts1,5,202
23j,283,dy,28,6
23j,283,s3,28,6
23j,285,c1,23,35
23j,285,nd,23,39
23j,285,c2,23,35
23j,286,pts1,5,203
23j,287,mc,2,6
23j,288,dy,28,7
23j,288,s3,28,7
23j,290,bj,31,226
23j,291,c1,23,36
23j,291,nd,23,40
23j,291,c2,23,36
23j,293,dy,28,8
23j,293,mc,2,7
23j,293,pts1,5,204
23j,293,s3,28,8
23j,295,vp,69,23
23j,297,c1,23,37
23j,297,nd,23,41
23j,297,c2,23,37
23j,298,dy,28,9
23j,298,bj,31,228
23j,298,s3,28,9
23j,299,mc,2,8
23j,300,pts1,5,205
23j,302,s3,28,10
23j,303,c1,23,38
23j,303,nd,23,42
23j,303,c2,23,38
23j,303,dy,28,10
23j,305,mc,2,9
23j,305,pts1,5,207
23j,305,,5,208
23j,306,bj,31,230
23j,308,dy,28,11
23j,308,s3,28,11
23j,309,vp,69,24
23j,310,c1,23,39
23j,310,nd,23,43
23j,310,c2,23,39
23j,312,mc,2,10
23j,312,pts1,5,213
23j,313,s3,28,12
23j,314,dy,28,12
23j,314,pts1,5,214
23j,315,bj,31,232
23j,316,c1,23,40
23j,316,c2,23,40
23j,317,nd,23,44
23j,317,pts1,5,215
23j,318,mc,2,11
23j,318,s3,28,13
23j,319,dy,28,13
23j,322,vp,69,25
23j,323,bj,31,234
23j,323,s3,28,14
23j,324,c1,23,41
23j,324,nd,23,45
23j,324,c2,23,41
23j,325,dy,28,14
23j,325,mc,2,12
23j,325,pts1,5,216
23j,326,,5,218
23j,329,,5,219
23j,329,s3,28,15
23j,330,nd,23,46
23j,330,dy,28,15
23j,331,c1,23,42
23j,331,c2,23,42
23j,331,mc,2,13
23j,332,bj,31,236
23j,334,s3,28,16
23j,335,dy,28,16
23j,336,pts1,5,220
23j,336,vp,69,26
23j,337,nd,23,47
23j,337,mc,2,14
23j,338,c1,23,43
23j,338,c2,23,43
23j,339,s3,28,17
23j,340,dy,28,17
23j,340,bj,31,238
23j,343,mc,2,15
23j,344,nd,23,48
23j,344,s3,28,18
23j,345,c1,23,44
23j,345,c2,23,44
23j,345,dy,28,18
23j,345,pts1,5,221
23j,348,bj,31,240
23j,349,mc,2,16
23j,349,s3,28,19
23j,350,nd,23,49
23j,350,dy,28,19
23j,351,vp,69,27
23j,352,c1,23,45
23j,352,c2,23,45
23j,352,pts1,5,222
23j,354,s3,28,20
23j,355,mc,2,17
23j,356,dy,28,20
23j,356,bj,31,242
23j,358,nd,23,50
23j,361,c1,23,46
23j,361,c2,23,46
23j,362,s3,28,21
23j,363,pts1,5,223
23j,364,dy,28,21
23j,364,mc,2,18
23j,365,vp,69,28
23j,366,bj,31,244
23j,367,nd,23,51
23j,370,s3,28,22
23j,372,dy,28,22
23j,374,c1,23,47
23j,374,c2,23,47
23j,374,mc,2,19
23j,376,bj,31,246
23j,380,pts1,5,232
23j,380,s3,28,23
23j,381,dy,28,23
23j,381,vp,69,29
23j,382,nd,23,52
23j,383,pts1,5,233
23j,385,bj,31,248
23j,385,mc,2,20
23j,388,c1,23,48
23j,388,c2,23,48
23j,389,s3,28,24
23j,391,dy,28,24
23j,393,pts1,5,234
23j,394,nd,23,53
23j,395,bj,31,250
23j,395,pts1,5,237
23j,395,vp,69,30
23j,396,mc,2,21
23j,397,s3,28,25
23j,398,c1,23,49
23j,398,c2,23,49
23j,398,dy,28,25
23j,398,pts1,5,238
23j,402,,5,239
23j,404,nd,23,54
23j,404,bj,31,252
23j,406,mc,2,22
23j,406,s3,28,26
23j,407,dy,28,26
23j,408,pts1,5,240
23j,408,vp,69,31
23j,409,c1,23,50
23j,409,c2,23,50
23j,413,pts1,5,241
23j,414,bj,31,254
23j,414,s3,28,27
23j,415,nd,23,55
23j,415,dy,28,27
23j,416,mc,2,23
23j,416,pts1,5,242
23j,418,c1,23,51
23j,418,c2,23,51
23j,420,s3,28,28
23j,420,vp,69,32
23j,422,dy,28,28
23j,423,nd,23,56
23j,423,bj,31,256
23j,425,mc,2,24
23j,429,pts1,5,243
23j,429,s3,28,29
23j,430,c1,23,52
23j,430,c2,23,52
23j,431,dy,28,29
23j,433,bj,31,258
23j,434,nd,23,57
23j,434,vp,69,33
23j,436,mc,2,25
23j,438,s3,28,30
23j,442,dy,28,30
23j,443,c1,23,53
23j,443,nd,23,58
23j,443,c2,23,53
23j,443,dy,28,31
23j,443,bj,31,260
23j,443,mc,2,26
23j,443,pts1,5,250
23j,443,s3,28,31
23j,443,vp,69,34
23j,445,pts1,5,251
23j,449,s3,28,32
23j,450,dy,28,32
23j,450,mc,2,27
23j,451,nd,23,59
23j,452,c1,23,54
23j,452,c2,23,54
23j,452,bj,31,262
23j,452,pts1,5,252
23j,453,vp,69,35
23j,459,dy,28,33
23j,459,pts1,5,253
23j,459,s3,28,33
23j,461,mc,2,28
23j,462,nd,23,60
23j,462,bj,31,264
23j,462,pts1,5,254
23j,463,c1,23,55
23j,463,c2,23,55
23j,464,pts1,5,255
23j,467,vp,69,36
23j,468,dy,28,34
23j,468,s3,28,34
23j,473,bj,31,266
23j,473,mc,2,29
23j,474,c1,23,56
23j,474,nd,23,61
23j,474,c2,23,56
23j,476,pts1,5,257
23j,477,dy,28,35
23j,478,pts1,5,258
23j,478,s3,28,35
23j,482,vp,69,37
23j,484,bj,31,268
23j,484,mc,2,30
23j,486,c1,23,57
23j,486,nd,23,62
23j,486,c2,23,57
23j,486,dy,28,36
23j,487,pts1,5,259
23j,488,s3,28,36
23j,495,dy,28,37
23j,496,mc,2,31
23j,496,vp,69,38
23j,497,bj,31,270
23j,497,s3,28,37
23j,498,c1,23,58
23j,498,nd,23,63
23j,498,c2,23,58
23j,503,pts1,5,260
23j,504,dy,28,38
23j,507,mc,2,32
23j,507,s3,28,38
23j,508,bj,31,272
23j,510,c1,23,59
23j,510,nd,23,64
23j,510,c2,23,59
23j,510,vp,69,39
23j,512,pts1,5,264
23j,513,dy,28,39
23j,516,s3,28,39
23j,518,mc,2,33
23j,519,bj,31,274
23j,520,pts1,5,265
23j,522,c1,23,60
23j,522,nd,23,65
23j,522,c2,23,60
23j,522,dy,28,40
23j,523,vp,69,40
23j,524,pts1,5,266
23j,526,s3,28,40
23j,529,bj,31,276
23j,530,mc,2,34
23j,531,dy,28,41
23j,534,c1,23,61
23j,534,nd,23,66
23j,534,c2,23,61
23j,535,pts1,5,267
23j,536,s3,28,41
23j,537,vp,69,41
23j,540,dy,28,42
23j,540,bj,31,278
23j,541,mc,2,35
23j,544,nd,23,67
23j,545,c1,23,62
23j,545,c2,23,62
23j,546,s3,28,42
23j,548,pts1,5,268
23j,549,dy,28,43
23j,551,bj,31,280
23j,551,vp,69,42
23j,552,mc,2,36
23j,553,nd,23,68
23j,553,s3,28,43
23j,554,c1,23,63
23j,554,c2,23,63
23j,555,dy,28,44
23j,557,pts1,5,269
23j,560,mc,2,37
23j,561,bj,31,282
23j,561,s3,28,44
23j,563,nd,23,69
23j,564,dy,28,45
23j,564,vp,69,43
23j,565,c1,23,64
23j,565,c2,23,64
23j,570,mc,2,38
23j,570,pts1,5,270
23j,570,s3,28,45
23j,571,bj,31,284
23j,573,dy,28,46
23j,574,nd,23,70
23j,576,c1,23,65
23j,576,c2,23,65
23j,576,pts1,5,276
23j,577,vp,69,44
23j,581,s3,28,46
23j,582,c1,23,66
23j,582,nd,23,71
23j,582,c2,23,66
23j,582,dy,28,47
23j,582,bj,31,286
23j,582,mc,2,39
23j,582,pts1,5,289
23j,582,s3,28,47
23j,582,vp,69,45
23j,583,pts1,5,293
23j,584,,5,294
23j,586,s3,28,48
23j,587,dy,28,48
23j,587,mc,2,40
23j,587,pts1,5,295
23j,588,nd,23,72
23j,589,c1,23,67
23j,589,c2,23,67
23j,589,bj,31,288
23j,591,pts1,5,296
23j,593,vp,69,46
23j,595,pts1,5,297
23j,596,dy,28,49
23j,596,s3,28,49
23j,598,mc,2,41
23j,600,nd,23,73
23j,600,bj,31,290
23j,600,pts1,5,298
23j,601,,5,299
23j,602,c1,23,68
23j,602,c2,23,68
23j,605,dy,28,50
23j,606,s3,28,50
23j,608,vp,69,47
23j,610,mc,2,42
23j,611,bj,31,292
23j,613,nd,23,74
23j,615,c1,23,69
